channel_id,name,subscribers,video_count,country,frequency,description_preview
UCz1GPotHecuLngiLuY739QQ,Rotten Tomatoes TV,1290000,13025,unknown,1,"Welcome to Rotten Tomatoes TV! We bring you the hottest trailers from the most talked-about scripted cable, network, and streaming shows as well as the best scenes from your favorite series. Subscribe..."
UCFa2hGreOxUxp_tIjH6SmLw,Empire of Lies,3,3,unknown,1,"Empire of Lies is a docuseries channel exposing the scandals, scams, and downfalls behind money, power, and ambition. From billion-dollar frauds to luxury crimes, from corporate cults to health and we..."
UCTd08bYLVmO6sMR0ftRltuQ,NothingButTech,253000,625,unknown,1,"Optimistic Tech Interviews & explainers! Deeply researched and highly energizing:) 

I'm 23 years old! 

Guest lectured at @Harvard, @MIT, @Cornell & The US Congress Forbes 30u30 2025

For partnership..."
UC0jVwqMoyAu6J0S0GMrnOBA,Multi Gossip,1510,178,PK,1,"This channel aims to provide multiple info about technology, digital marketing, AI tools, social media marketing, technology research, technology management, travel, tourism, home management and life ..."
UChcpRAdCyFdo78TOUMlVGSw,Top10 Facts Club,4750,546,US,1,"Welcome to Top10 Facts Club — your ultimate source for shocking truths, unsolved mysteries, and mind-expanding knowledge!
We dive deep into the most unexpected, unexplored, and unbelievable Top 10 fac..."
UC9r_Ya05s-7p5OIjby8nw6g,PureEliteVibes,421,77,IT,1,"Welcome to PureEliteVibes, your ultimate destination for all things luxury, elegance, and exclusive lifestyle. 

 Join us and discover how wealth can be an art form!
https://www.youtube.com/channel/UC..."
UCmDgjmqNkeFDQanGN_Jmc8g,CypherMind ,2,2,unknown,1,
UCAhDXe43oUNISCvOf0-1c4g,The legend profile.,1370,31,unknown,1,Step into the lives of the world’s most extraordinary figures — from fearless revolutionaries and visionary leaders to misunderstood geniuses and iconic trailblazers. The Legend Profile brings you pow...
UCbEbpvqXFEdwgJAU_e_PajQ,Just Internet Things,27600,519,US,1,"

Mens glowup channel"
UCmfhpPWcDt_HgMCb8vzjkww,Techno research tube,476,169,GB,1,"Welcome to Technology based research Tube! This channel offers a wealth of knowledge on technology tips, online business strategies, business documentaries, financial issues, and historical insights. ..."
UCFN6lQpfY8XIRdhv9G-f4bg,Henry Belcaster,3340000,907,US,1,"Explaining nerdy stuff like you're 5.

We're building the next Duolingo: https://www.brainblast.com/
Read our daily comic: https://www.smartnonsense.com/
Hire our editors: https://www.clipt.co/

📧 hen..."
UCbG-JX0arzjkMMm5nRIHnFw,The Insight Lab,1290,42,US,1,"Short movies about business and Wealth Through Stories

Business is more than just profits and losses—it's about visionaries, game-changers, and the rollercoaster of building something that can stand ..."
UCII7ou5RUtI8Zlxwb563reg,Ancient tales,38,14,US,1,"""Unlock the past with [Ancient tales]! We bring history to life through fascinating stories of legendary figures, epic events, and forgotten moments that shaped our world. From ancient civilizations t..."
UClwCxaQ_k0sCKWQjBRciT-Q,Business Boost,1240,131,FR,1,"Subscribe for the latest news and mini-movies on business, entrepreneurs, and success stories.

On Business Boost we will go through business brands, entrepreneurs and success stories. As an entrepren..."
UC5hAB0GF8-56KbAlvK37g4w,The Business Legends,5050,104,IN,1,A Comprehensive Business Guide to Help you Stay on the Right track as you Embark on your Entrepreneurial Journey.
UCO8htHWSGk1LP7FnYwCdE4g,Magnet Documentry,2480,85,ES,1,"Subscriber Magnet Documentary 
"
UCxm_CZje5H6zkmLznVlJgqA,The Dirty Game,16,31,SA,1,"Power. Money. Corruption.
Welcome to The Dirty Game — where we expose the secrets that built empires and destroyed them.

Every episode uncovers the truth behind the world’s biggest corporate scandals..."
UCC3rNVHBCRMsMyFwwkJUTEg,The Insight Archive,11,9,PK,1,"Welcome to The Insight Archive, your premier destination for in-depth, thought-provoking, and visually stunning documentaries. Our channel is dedicated to exploring the vast tapestry of human history,..."
UCYSQpTFRtVUoAyqXPevGZuA,Millionaires & Billionaires Playground,35500,740,US,1,"This channel explores my discoveries and perspectives on various topics through entertaining documentary-style mini videos ""Millionaire & Billionaire"" is your gateway to the opulent world of success, ..."
UC1bztHzlCZTwE1jV4SzZSOw,PowerTrace,41,251,EG,1,"Uncover the hidden forces behind money, power, and influence.
At PowerTrace, we dive deep into the untold stories of business empires, financial scandals, and the minds that shaped the modern world.

..."
