Discovered_Channel_Name,Discovered_Subs,Score_Emb_Combined_AvgVec,Score_Emb_Hybrid_Titles,Score_Emb_Matrix_Avg,Discovered_Video_Count,Discovered_Channel_URL
LiveNOW from FOX,5300000,0.40500975,0.352,0.0580065660178661,27024,https://www.youtube.com/@livenowfox
Sean Feucht,245000,0.40340078,0.463,0.1075373217463493,2122,https://www.youtube.com/@seanfeucht
STREETDAWG WORLDWIDE,18100,0.4032351,0.425,0.1233950331807136,315,https://www.youtube.com/@streetdawgworldwide
The Washington Examiner,219000,0.3978842,0.395,0.0872588753700256,23650,https://www.youtube.com/@washingtonexaminer
Coach Schuman Sports and Entertainment,1460000,0.397521,0.425,0.101885087788105,17792,https://www.youtube.com/@coachschuman
Tech With Tim,1890000,0.39624742,0.262,0.0399279966950416,1698,https://www.youtube.com/@techwithtim
Veritasium,19400000,0.39583677,0.475,0.0867008715867996,465,https://www.youtube.com/@veritasium
Actualized.org,1120000,0.39453298,0.386,0.0835024043917656,531,https://www.youtube.com/@actualizedorg
J.J. McCullough,1000000,0.39447597,0.417,0.077554814517498,591,https://www.youtube.com/@jjmccullough
Critikal Reacts,50600,0.39316916,0.412,0.0956845879554748,1073,https://www.youtube.com/@critikalsleep
Criminal Tracks,31900,0.39282113,0.48,0.1422163546085357,299,https://www.youtube.com/@criminaltracks
USA TODAY,7410000,0.39109677,0.481,0.0820763036608696,28777,https://www.youtube.com/@usatoday
The Wall Street Journal,6460000,0.39017165,0.421,0.0748241022229194,28361,https://www.youtube.com/@wsj
New York Post,2270000,0.38895237,0.479,0.0937163159251213,31640,https://www.youtube.com/@nypost
Armchair Analysis,112000,0.38892,0.605,0.1808310449123382,43,https://www.youtube.com/@armchairanalysisx
Outstanding Screenplays,1670000,0.38326243,0.405,0.100671574473381,2107,https://www.youtube.com/@outstandingscreenplays
Angelica Pham,1080000,0.38286144,0.217,0.043243184685707,1490,https://www.youtube.com/@angelicapham
HealthyGamerGG,3100000,0.38092497,0.473,0.1013373211026191,2298,https://www.youtube.com/@healthygamergg
InspiringPhilosophy,493000,0.38022304,0.329,0.081324890255928,1268,https://www.youtube.com/@inspiringphilosophy
CTV News,2160000,0.37921837,0.415,0.0812461376190185,78438,https://www.youtube.com/@ctvnews
WGN News,667000,0.37901792,0.349,0.0648272484540939,78199,https://www.youtube.com/@wgntv
First We Feast,15100000,0.37624276,0.405,0.0870762541890144,2575,https://www.youtube.com/@firstwefeast
Top 10 Beyond The Screen,479000,0.37624013,0.526,0.1246889978647232,5954,https://www.youtube.com/@top10beyondthescreen
Tommy Robinson,560000,0.37484044,0.428,0.1035177633166313,493,https://www.youtube.com/@tommyrobinsononline
CBS Miami,670000,0.3740536,0.38,0.0819530263543129,103453,https://www.youtube.com/@cbsmiami
Entertainment Tonight,7460000,0.37334067,0.44,0.1041382476687431,51467,https://www.youtube.com/@entertainmenttonight
Pixelade,230000,0.37229156,0.306,0.0892026647925376,2137,https://www.youtube.com/@pixelade
Alex Pavlova 💛 BeautyForEverybody,28300,0.37227717,0.235,0.0573405586183071,2450,https://www.youtube.com/@beautyforeverybody
Filmy Charcha with Kunal,24600,0.37226045,0.411,0.1212559789419174,1235,https://www.youtube.com/@filmycharcha-with-kunal
CinemaBlend,323000,0.37198323,0.455,0.1063238754868507,3221,https://www.youtube.com/@cinemablend
Alan's Universe,97300000,0.37183827,0.424,0.1301450580358505,1486,https://www.youtube.com/@alanchikinchow
TED-Ed,22100000,0.3681743,0.466,0.0855861380696296,2311,https://www.youtube.com/@teded
SocialOrbit,254000,0.36688808,0.332,0.0784675180912017,495,https://www.youtube.com/@socialorbit
Sharrell's World,614000,0.36641413,0.374,0.0838707238435745,3411,https://www.youtube.com/@sharrellsworld
Massachusetts Institute of Technology (MIT),945000,0.36587226,0.367,0.0863527655601501,916,https://www.youtube.com/@mit
Billie Rae Brandt,456000,0.3655205,0.369,0.103621631860733,495,https://www.youtube.com/@billieraebrandt
ox_zung 원정맨,12100000,0.3646615,0.321,0.12639681994915,2322,https://www.youtube.com/@oxzung
Gareth Soloway,200000,0.36327258,0.271,0.0699696317315101,1553,https://www.youtube.com/@garethsolowayprotrader
Intentional Tech,16000,0.35908157,0.247,0.0432015694677829,265,https://www.youtube.com/@intentionaltech
PsycHacks,931000,0.35876456,0.439,0.1004431694746017,2063,https://www.youtube.com/@psychacks
Umar Ashraf,879000,0.35669035,0.225,0.0573199652135372,668,https://www.youtube.com/@umarashraf28
Clen,16500,0.35373473,0.39,0.0950930938124656,2926,https://www.youtube.com/@clen-
Justin Sung,1830000,0.3526804,0.243,0.0467720478773117,824,https://www.youtube.com/@justinsung
FOX 5 New York,946000,0.35154125,0.313,0.0764790624380111,22832,https://www.youtube.com/@fox5ny
Momentum,867000,0.3512658,0.266,0.0627614557743072,1275,https://www.youtube.com/@watchmomentum
LeopARTnik,1560000,0.3498414,0.258,0.0603405758738517,632,https://www.youtube.com/@leopartnik
Bopping,196000,0.3497752,0.433,0.1049478873610496,779,https://www.youtube.com/@boppingyt
Sage,24300,0.349077,0.287,0.0466455370187759,1178,https://www.youtube.com/@sagepublications
Andy Sterkowitz,351000,0.34724227,0.248,0.0581490956246852,154,https://www.youtube.com/@andysterkowitz
Auditing Reno 911,30700,0.34710866,0.446,0.0900191217660904,6337,https://www.youtube.com/@auditingreno911
Weird History,4700000,0.3470624,0.491,0.1078485623002052,1045,https://www.youtube.com/@weirdhistory
Bloomberg News,2700000,0.34660685,0.402,0.0900710821151733,37673,https://www.youtube.com/@bloomberg-news
RARE History,60100,0.3456701,0.502,0.1244994848966598,1072,https://www.youtube.com/@rarehistory3416
Robert Greene ,2060000,0.34437633,0.508,0.0963106676936149,765,https://www.youtube.com/@robertgreeneofficial
YaleCourses,1630000,0.34329847,0.368,0.0827419832348823,2157,https://www.youtube.com/@yalecourses
Cinephile Explained,25900,0.34259236,0.354,0.1085181012749672,209,https://www.youtube.com/@cp_explained
The Trench Family,11900000,0.34170437,0.42,0.1119851395487785,2901,https://www.youtube.com/@thetrenchfamily
Simplilearn,5620000,0.338821,0.219,0.0310338400304317,10083,https://www.youtube.com/@simplilearnofficial
Docentes DigitalesTV,13900,0.33612242,0.285,0.0890955254435539,2350,https://www.youtube.com/@docentesdigitalestv
MorgueOfficial,689000,0.33550355,0.439,0.1061574667692184,1241,https://www.youtube.com/@morgueofficial
Rebecca Zung,524000,0.33519053,0.364,0.1156103163957595,2390,https://www.youtube.com/@rebeccazungesq
Mentality Madness,137000,0.33293524,0.362,0.0740211606025695,341,https://www.youtube.com/@mentalitymadness
BUILD Series,444000,0.33157927,0.308,0.0943829715251922,14423,https://www.youtube.com/@buildseriesnyc
Yasir Khan Shorts,392000,0.32655448,0.275,0.0486251302063465,2082,https://www.youtube.com/@yasirkhancoaching
Yahoo News,191000,0.31884682,0.315,0.1073936969041824,3581,https://www.youtube.com/@yahoonews
TEDx Talks,43800000,0.31723338,0.355,0.0785624533891677,246451,https://www.youtube.com/@tedx
Washington Post,2810000,0.31327182,0.446,0.0718516185879707,23860,https://www.youtube.com/@washingtonpost
ByteByteGo,1290000,0.3125159,0.279,0.0399524047970771,157,https://www.youtube.com/@bytebytego
FOX 26 Houston,702000,0.3116774,0.248,0.0423693247139453,31965,https://www.youtube.com/@fox26houston
The Financial Controller,304000,0.30929706,0.195,0.0196440946310758,246,https://www.youtube.com/@thefinancialcontroller
tutor2u,1630000,0.309035,0.343,0.083400622010231,6013,https://www.youtube.com/@tutor2u-official
Jacob Clifford,1020000,0.30345094,0.225,0.0415874905884265,541,https://www.youtube.com/@jacobaclifford
ACM SIGCHI,26000,0.30055654,0.319,0.0706743597984314,18023,https://www.youtube.com/@sigchi
History Unleashed,144000,0.2990537,0.25,0.0696222409605979,259,https://www.youtube.com/@historyunleashedofficial
Two Teachers,41000,0.29834148,0.274,0.0600372962653636,469,https://www.youtube.com/@twoteachers
Institute for Justice,494000,0.2976794,0.395,0.0814934745430946,654,https://www.youtube.com/@instituteforjustice
MasterClass,1600000,0.2930753,0.209,0.0514529533684253,709,https://www.youtube.com/@masterclass
Celeb Buss Central,882000,0.2920704,0.29,0.0954196751117706,1764,https://www.youtube.com/@celebbusscentral
DRM News,540000,0.28743994,0.327,0.0781617239117622,37531,https://www.youtube.com/@drmnewsinternational
Sherrynews,28400,0.2874066,0.249,0.092132419347763,588,https://www.youtube.com/@sherrynews
DonnyGoogle Tv ,56400,0.28650928,0.304,0.1137193813920021,573,https://www.youtube.com/@donnygoogletv
Easy Forex Pips,254000,0.2852251,0.235,0.0542423389852047,4636,https://www.youtube.com/@easyforexpips
CBC News,4430000,0.2838114,0.334,0.0712636485695838,41220,https://www.youtube.com/@cbcnews
Mirkojax,33600,0.28373668,0.087,0.0014738050522282,4669,https://www.youtube.com/@mirkojax
Doctorly,3460000,0.2813372,0.196,0.0372248589992523,446,https://www.youtube.com/@doctorly
Lakepointe Church,455000,0.27124113,0.357,0.0924696177244186,1024,https://www.youtube.com/@lakepointechurch
ReviewEcon,36800,0.27019238,0.242,0.0718416571617126,163,https://www.youtube.com/@reviewecon
EnhanceTuition,27500,0.26548085,0.3,0.0613059364259243,306,https://www.youtube.com/@enhancetuition
Department of Economics,17900,0.26383653,0.237,0.0497114770114421,319,https://www.youtube.com/@economicsuofutah
Parliamentarian,58400,0.2635911,0.353,0.0774819776415824,1029,https://www.youtube.com/@parliamentarian
FreshY Canadian,163000,0.25773475,0.203,0.0493202283978462,163,https://www.youtube.com/@freshycanadian
Learn English  ,11000,0.25353765,0.314,0.0794765502214431,96,https://www.youtube.com/@nirmalprincelearnenglish
emilywking,902000,0.25106704,0.285,0.069214142858982,2773,https://www.youtube.com/@emilywking
Fore Play Golf,574000,0.24402532,0.331,0.0705384165048599,4245,https://www.youtube.com/@foreplaygolf
Chess.com,2680000,0.23827103,0.325,0.07414161413908,6530,https://www.youtube.com/@chess
Compass ,21700,0.23506683,0.178,0.0243870858103036,1305,https://www.youtube.com/@compassre
Kanika Batra,154000,0.23019019,0.345,0.0968414843082428,251,https://www.youtube.com/@kanikabatra
BrrrakeF1,128000,0.21643606,0.184,0.0345018580555915,159,https://www.youtube.com/@brrrake
CrashCourse,16700000,0.21480866,0.337,0.0846300944685936,1651,https://www.youtube.com/@crashcourse
Proko,4150000,0.20670488,0.245,0.0482480973005294,1116,https://www.youtube.com/@prokotv
Dr. Mary Barbera - Turn Autism Around®,204000,0.20495825,0.197,0.0395650304853916,1296,https://www.youtube.com/@marybarbera
Bussin' With The Boys,670000,0.2026056,0.194,0.0382041558623313,4482,https://www.youtube.com/@bussinwiththeboys
"IT Creations, Inc.",15400,0.16458149,0.102,0.0150903780013322,385,https://www.youtube.com/@itcreations-la
WISN 12 News,229000,0.1630353,0.184,0.0251406226307153,68949,https://www.youtube.com/@wisn
Shemmassian Academic Consulting,40700,0.16177744,0.196,0.0486936680972576,465,https://www.youtube.com/@shemmassian
Intuitive Tennis,328000,0.15813261,0.155,0.0291250515729188,900,https://www.youtube.com/@intuitivetennis
