Seed_Channel_Name,Seed_Channel_ID,Seed_Niche,Discovered_Channel_Name,Discovered_Channel_ID,Discovered_Channel_URL,Discovered_Subs,Discovered_Niche,Level,Timestamp,Similarity_Score,Seed_Keywords,Discovered_Keywords
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,Clarity for UPSC by Dr.Shivin,UC5aE5_undvBtBN5y_BscU0Q,https://www.youtube.com/@clarityforupscbydr.shivin,472000,UPSC exam preparation and insights,1,2025-10-27T13:57:23.646365,0.783,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style","upsc mains answer writing, constitutional amendment analysis, prelims failure solutions, internal security issues, geopolitical conflict insights, cyber attack threats, documentary style explanations, interview format discussions, storytelling narratives, mentorship session breakdowns"
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,Quality Culture,UCaCG7kHt515g73gjM77i6Xw,https://www.youtube.com/@qualityculture,269000,Pop culture storytelling and analysis,1,2025-10-27T13:58:51.023854,0.77,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style","existential themes analysis, cultural representation impact, nature escape narratives, anti-intellectualism critique, modern fairy tale exploration, legacy and influence studies, documentary style storytelling, narrative analysis format, thematic deep-dives, character development discussions"
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,A SECRET LIFE DIARY•KOKBOROK 666k View• 6h•,UCQQbpOcfCzW3lOx0a9k4ZBA,https://www.youtube.com/@asecretlifediary,331000,Storytelling and cultural insights in Kokborok,1,2025-10-27T13:58:21.595408,0.765,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style","kokborok cultural stories, tribal storytelling traditions, kokborok folklore insights, indigenous narrative techniques, cultural heritage storytelling, tribal life documentaries, narrative storytelling style, documentary-style presentations, cultural insight interviews, storytelling podcast format"
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,World Affairs Insights,UCQKsY5JL3s0POKwq8Y0nR9A,https://www.youtube.com/@worldaffairsinsights,508000,Indian geopolitics and current events analysis,1,2025-10-27T13:57:08.286340,0.76,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style","india foreign policy, south asia strategy, indian security analysis, geopolitical updates, india-pakistan relations, naxalism in india, documentary style analysis, interview format discussions, narrative storytelling, deep-dive analysis"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Channel 4 Documentaries,UCooTDp-fERMGRHIQ4VL4qlg,https://www.youtube.com/@channel4documentaries,978000,True crime and investigative documentaries,1,2025-10-27T13:33:59.930074,0.888,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","financial crime investigations, corporate scandal analysis, modern societal issues, educational system documentaries, power dynamics exploration, ai impact analysis, narrative storytelling, investigative deep-dives, documentary style presentations, interview format discussions"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,DW Documentary,UCW39zufHfsuGgpLviKh297Q,https://www.youtube.com/@dwdocumentary,6250000,Global documentaries and current affairs,1,2025-10-27T13:31:45.820923,0.86,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","global conflict documentaries, environmental crisis analysis, human rights storytelling, political intrigue narratives, social justice documentaries, war impact studies, investigative documentary style, narrative storytelling approach, interview-based documentaries, cinematic documentary style"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Jubilee,UCJjSDX-jUChzOEyok9XYRJQ,https://www.youtube.com/@jubilee,10500000,Social issues and political debates analysis,1,2025-10-27T13:31:17.933223,0.853,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","political debate analysis, social issue discussions, government policy critique, patriotism and politics, generational political debates, body image reflections, documentary style storytelling, interview format debates, narrative storytelling approach, deep-dive political analysis"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Culture Crack,UCIVOS-urxKePo7RrTMzaU3A,https://www.youtube.com/@culturecrack,13300,Media and culture storytelling/analysis,1,2025-10-27T13:43:12.610353,0.847,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","pop culture analysis, media storytelling techniques, cultural identity exploration, comic book character analysis, gaming culture commentary, digital nostalgia exploration, documentary style storytelling, interview format discussions, narrative storytelling approach, deep-dive analysis"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Gravitas Documentaries,UC1V-EnUA8Cly59HyvVKZy5A,https://www.youtube.com/@gravitasdocumentaries,211000,Documentaries on diverse global topics,1,2025-10-27T13:37:46.466718,0.839,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","mennonite cultural exploration, rural survival challenges, freedom and identity exploration, conspiracy theory documentaries, women in motorsport history, modernist architecture documentaries, narrative storytelling, cinematic documentary style, investigative deep-dives, interview format discussions"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,AgentOfDoubt,UCzDxOqsmcTS0fwUzMEjPhyQ,https://www.youtube.com/@agentofdoubt,12300,Social issues analysis and commentary,1,2025-10-27T13:43:41.027351,0.838,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","zionism and palestine analysis, social protest commentary, leftist perspective critique, school board election insights, anti-racism discussions, dismantling whiteness analysis, documentary style commentary, interview format discussions, narrative storytelling approach, deep-dive analysis"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,GRAND ONE,UCWKjHnWH0BYVqr0PwmUYI-A,https://www.youtube.com/@grandonetamil,48500,Indian political news and analysis,1,2025-10-27T13:41:59.292539,0.829,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","political policy analysis, government policy debates, election commentary analysis, international affairs insights, legislative updates discussion, public opinion analysis, documentary style analysis, interview format discussions, political storytelling, news commentary format"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Technically Creative by KoobrikLabs,UCfVBdk2KXaDg4DRISlGai1A,https://www.youtube.com/@koobriklabs,130000,AI-driven storytelling and content creation analysis,1,2025-10-27T13:38:41.455476,0.826,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","ai storytelling techniques, creative content analysis, virtual production insights, ai in filmmaking, storytelling with technology, future of content creation, documentary style storytelling, interview format discussions, podcast-style episodes, narrative analysis sessions"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Archaix ,UCmfQuPmeXRhSIr6WLvT6Fog,https://www.youtube.com/@archaix138,179000,Ancient mysteries and simulation analysis,1,2025-10-27T13:37:59.470114,0.822,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","ancient civilization secrets, simulation theory analysis, spiritual awakening insights, ancient text interpretations, human antiquity exploration, hidden history revelations, documentary style storytelling, interview format discussions, narrative analysis videos, live discussion panels"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Our Changing Climate,UCNXvxXpDJXp-mZu3pFMzYHQ,https://www.youtube.com/@ourchangingclimate,541000,Eco-socialism analysis and advocacy,1,2025-10-27T13:35:22.816334,0.819,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","four-day workweek advocacy, universal basic services, anti-capitalist economy analysis, solarpunk utopia vision, ecosocialism benefits, radical hope activism, documentary storytelling, narrative analysis format, educational explainer videos, interview-style discussions"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Lessons in Internet Culture,UCbUwR0r6R7hXCx205DCg2Ww,https://www.youtube.com/@lessonsininternetculture101,152000,Educational analysis of internet trends,1,2025-10-27T13:38:26.811360,0.818,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","internet trend analysis, meme culture exploration, digital behavior studies, online community dynamics, social media phenomenon, ai technology impact, documentary style storytelling, narrative analysis format, educational commentary videos, deep-dive internet discussions"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Deep Dive True Crime,UCb0F8WzHWqMT6g9l07nFn_Q,https://www.youtube.com/@mentourlawyer,166000,True crime case investigations and analysis,1,2025-10-27T13:38:13.193596,0.813,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","crime scene analysis, murder investigation techniques, courtroom drama analysis, criminal mastermind profiles, interrogation breakdowns, sentencing hearing insights, documentary storytelling, narrative analysis format, investigative deep-dives, interview format discussions"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Wartime Stories,UCrJdCKIddUxHExmbMN6gZ9A,https://www.youtube.com/@wartimestories,774000,War and military storytelling and analysis,1,2025-10-27T13:34:41.638194,0.808,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","war story analysis, military history narratives, combat experience storytelling, battlefield mystery exploration, soldier letter insights, ancient warfare tales, documentary style storytelling, narrative analysis format, historical deep-dives, interview format discussions"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Collider Interviews,UC5KD40UCDRUbR-od7sp9cuA,https://www.youtube.com/@colliderinterviews,112000,Entertainment industry news and analysis,1,2025-10-27T13:39:37.776085,0.803,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","entertainment industry analysis, film director insights, comic book adaptations, movie production challenges, animation series developments, award season predictions, interview format discussions, behind-the-scenes insights, storytelling analysis, cinematic documentary style"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Channeled Predictions,UCDelqsZCPq4bbTD8PdUJg-g,https://www.youtube.com/@channeledpredictions8435,12800,Psychic predictions and prophecy analysis,1,2025-10-27T13:43:25.832412,0.797,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","psychic predictions analysis, prophecy interpretation, astrology insights, spiritual prophecy analysis, economic prediction trends, government scandal predictions, documentary style storytelling, interview format discussions, narrative storytelling, deep-dive analysis"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,HISTORY,UC9MAhZQQd9egwWCxrwSIsJQ,https://www.youtube.com/@history,15000000,Historical documentaries and storytelling,1,2025-10-27T13:30:59.946404,0.794,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","american mafia history, ancient astronaut theories, childhood nostalgia exploration, extraterrestrial connections, historical crime documentaries, ancient mythology storytelling, cinematic documentary style, narrative storytelling, archival footage presentations, investigative deep-dives"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Campfire Stories,UChttQ_atRLhOMKwAMzdDAeg,https://www.youtube.com/@campfire-stories,99300,Ecological storytelling and lifestyle analysis,1,2025-10-27T13:40:06.637315,0.793,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","biodiversity storytelling, ecological lifestyle analysis, environmental activism narratives, nature and mental health, peace and environmentalism, sustainable living insights, documentary film style, narrative storytelling approach, interview format discussions, cinematic documentary style"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Feldup,UCQVaKQcp4OxSg1eC6SF3NTw,https://www.youtube.com/@feldup,1780000,Internet mysteries and analysis,1,2025-10-27T13:33:03.334326,0.789,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","internet mystery analysis, abandoned game secrets, online anomaly exploration, digital folklore investigation, internet horror stories, lost media discoveries, documentary style storytelling, narrative analysis format, investigative video essays, deep-dive explorations"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,tiffanyferg,UCY6DpwQetygtye7GM1zVHmw,https://www.youtube.com/@tiffanyferg,828000,Pop culture and internet analysis,1,2025-10-27T13:34:14.399538,0.783,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","influencer culture analysis, internet trend commentary, generational behavior studies, digital communication critique, social media impact analysis, cultural phenomenon exploration, documentary style videos, narrative storytelling approach, analytical deep-dives, commentary format discussions"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Joseph Tittel,UC2HXaFmf5YYy-PeIN90Sryg,https://www.youtube.com/@josephtittel,54100,Spiritual predictions and analysis,1,2025-10-27T13:41:28.060450,0.78,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","psychic predictions analysis, spiritual energy shifts, astrology and numerology insights, prophetic dream interpretations, global event forecasting, metaphysical revelations, documentary style storytelling, interview format discussions, deep-dive analysis, narrative storytelling"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,True Story Documentary Channel,UCWS6Khgiq4P622ieL3srkUA,https://www.youtube.com/@truestorydocumentarychannel,350000,True stories and documentaries,1,2025-10-27T13:37:18.409669,0.778,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","museum secrets exploration, medical ethics documentaries, hospital life stories, art heist investigations, historical museum narratives, medical drama series, documentary storytelling, interview format documentaries, narrative exploration, investigative documentary style"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Eugene DingleBerry,UCY4xpHkk6y-cBmdjWzwPANg,https://www.youtube.com/@mreugenedingle,1180000,Entertaining storytelling and social experiments,1,2025-10-27T13:33:46.037643,0.762,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","ghost hunting adventures, social experiment challenges, story time narratives, real-life storytelling, urban exploration stories, unconventional social experiments, documentary style storytelling, immersive experience videos, narrative-driven content, interactive social experiments"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Micro Docs,UCuBmXg06n0QDl-2abZyuxSg,https://www.youtube.com/@microdocs1,390000,Real-life storytelling documentaries,1,2025-10-27T13:36:48.772130,0.762,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","military innovation analysis, wartime engineering breakthroughs, historical battle strategies, secret weapon documentaries, naval warfare narratives, aerial combat stories, cinematic documentary style, narrative storytelling approach, archival footage presentations, investigative deep-dives"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Galatta Plus,UCTTUsQJAdGSd2mMsGGfvzhQ,https://www.youtube.com/@galattaplus,496000,Indian cinema interviews and analysis,1,2025-10-27T13:36:07.038539,0.757,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","indian cinema analysis, film industry insights, movie storytelling techniques, cinematic sound design, filmmaking challenges discussion, director's creative process, interview format discussions, deep-dive film analysis, storytelling narrative style, behind-the-scenes insights"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Predictive History,UC11aHtNnc5bEPLI4jf6mnYg,https://www.youtube.com/@predictivehistory,806000,Historical analysis and future predictions,1,2025-10-27T13:34:27.711692,0.756,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","historical conspiracy theories, evolution debate analysis, religious influence in history, secret societies exploration, decline of western civilization, mind control history, lecture-style presentations, narrative storytelling format, educational documentary style, deep-dive historical analysis"
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,interviewing.io,UCNc-Wa_ZNBAGzFkYbAHw9eg,https://www.youtube.com/@interviewingio,93600,Technical interview preparation and mentorship,1,2025-10-27T13:41:13.621883,0.75,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives","technical interview strategies, coding interview preparation, behavioral interview techniques, system design challenges, mock interview practice, career transition stories, interview format discussions, storytelling mentorship sessions, deep-dive interview analysis, candidate experience narratives"
