Seed_Channel_Name,Seed_Channel_ID,Seed_Niche,Discovered_Channel_Name,Discovered_Channel_ID,Discovered_Channel_URL,Discovered_Subs,Discovered_Video_Count,Discovered_Niche,Language,LLM_Score,Embedding_Score,Discovered_Channel_Description,Discovered_Keywords,Seed_Keywords,Level,Timestamp,Discovered_Country
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Fireship,UCsBjURrPoezykLs9EqgamOA,https://www.youtube.com/@fireship,4030000,768,Programming - Educational Tutorials,en,0.58,0.562,"High-intensity ⚡ code tutorials and tech news to help you ship your app faster. New videos every week covering the topics every programmer should know. 

The original home of #100SecondsOfCode #TheCodeReport and #CodeThisNotThat. Created by Jeff Delaney. 

Building an app? Get project support, advanced full courses, and more at https://fireship.io","openai updates, tech stack changes, ai coding tools, cloud outages, browser wars, react conference, coding agents, orchestration tools, developer tools, coding productivity, latest tech news, tech industry updates, software announcements, tech trends 2025, developer news, coding tips, developer tips, programming advice, coding best practices, software development tips, cloud outages, internet services, cloud computing, server issues, cloud infrastructure","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:00:58.926258,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Motiversity,UCAPByrKU5-R1emswVlyH_-g,https://www.youtube.com/@motiversity,4030000,1102,Motivation - Documentary,en,0.34,0.741,"Motiversity is one of the largest motivational media companies on the planet representing many of the best Motivational Speakers. We produce and release original, highly-edited, exclusive speeches for speakers including Coach Pain, Marcus Taylor Billy Alsbrooks, Cole DaSilva and more. We also host the popular compilation series that we call the ""Best Motivational Speeches Ever"" where we compile and re-edit our most popular videos.

Our goal is to keep you motivated so that you can achieve your goals and follow your dreams. We are working hard to make your day better and push you to be your best! Whether you're studying, working out, or just feeling unmotivated, we have the Motivational Video for you!

------------------------------------------------------------------------------------------------------

Current release schedule is 2 videos per week.

Motiversity's YouTube channel is associated with our website https://www.motiversity.com/. Check it out for more ways to stay motivated!","motivational speech, powerful motivation, inspirational talks, self improvement, personal growth, become disciplined, discipline tips, mindset motivation, self discipline, mental toughness, goal setting, achieve goals, goal planning, set goals, goal motivation, personal growth, self improvement, personal development, life transformation, self help, fitness motivation, workout inspiration, exercise motivation, fitness goals, health motivation","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:50:26.703995,CA
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,STREET FOOD JOURNEY,UCc10FHcTr3QnIVw2BRf2BZg,https://www.youtube.com/@streetfoodjourney5,3840000,260,Street Food - Documentary,en,0.13,0.353,"Welcome to STREET FOOD JOURNEY. This Channel is All About Delicious Street Food Around The World 🥘🥗🍛🍲🧆🍱🍜

You can turn on the subtitle when it is available.

I hope you enjoy my videos. Please LIKE and SUBSCRIBE to support this channel.

Thanks a lot ! I really appreciate it 🙏✨

Contact : StreetFoodJourn3y@gmail.com 

copyrightⓒ 2024 STREET FOOD JOURNEY All Rights Reserved


","street food tour, best street food, street food around the world, local street food, street food culture, cooking skills, chef techniques, food preparation, cooking methods, culinary arts, traditional dishes, cultural food, regional cuisine, ethnic recipes, food traditions, food travel, culinary travel, travel for food, food destinations, foodie travel, unusual food, exotic dishes, food adventures, rare ingredients, food challenges","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:03:43.690946,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Motivation Madness,UCHbq_l1qnuomfJCYQTsWf_Q,https://www.youtube.com/@motivationmadness,3820000,357,Motivation - Documentary,en,0.34,0.793,"Motivational and Inspirational videos to help you through life. Subscribe for daily videos! As Motivation Madness grows we're trying our very best to produce content that everybody is going to find extremely motivational and jaw-dropping. Live your dreams and don't let anyone stop you from doing what makes you happy.


","motivational speech, inspirational talks, life advice, success motivation, discipline speech, self improvement, personal growth, change your life, mindset shift, life transformation, lebron james advice, david goggins motivation, cristiano ronaldo motivation, celebrity life lessons, famous quotes, work harder, success habits, hard work motivation, achieve success, success mindset, mindset change, positive mindset, life without limits, living alone, obsessed with success","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:34:51.952855,CA
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Alex Hormozi,UCUyDOdBWhC1MCxEjC46d-zw,https://www.youtube.com/@alexhormozi,3740000,4056,Entrepreneurship - Talking-Head Analysis,en,0.85,0.923,"Founder Acquisition.com, Co-Founder Skool.com. My new book $100M Money Models is out. [3.6M copies sold] Get yours now at https://go.acq.com
","scale a business, business growth, entrepreneur tips, start a business, business ideas 2025, financial freedom, make money online, wealth building, passive income, money mindset, productivity tips, self improvement, time management, habits and routines, discipline and motivation, self improvement, personal growth, life success, mindset shift, goal setting, career growth, success tips, professional development, career advice, how to succeed","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:51:24.151432,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,MotivationHub,UCR54lF_dD3f-8srmRqnTwgQ,https://www.youtube.com/@motivationhubofficial,3570000,613,Motivation - Documentary,en,0.34,0.811,"MotivationHub is for those that are courageous enough to take a stand towards changing their lives and chasing their dreams. 

We partner with some of the top motivational speakers to create the greatest motivational speech videos. Our team of talented video editors license all the speeches, music and visuals and add high quality edits and special effects to create completely new, original video releases. Our compilations are carefully crafted to bring you a combination of original content, fresh edited versions of content licensed through our partners, and brand new original content submitted to us through our email and website (www.motivationhub.com).

Motivation is what will get you started, but it's the consistent work, day in and day out, that will create measurable value in your life!","motivational speech, work harder motivation, success motivation, daily motivation, motivational video, i am affirmations, positive affirmations, wealth affirmations, mindset affirmations, subconscious reprogramming, wealth mindset, attract abundance, prosperity affirmations, money mindset, financial success, self improvement, personal growth, self discipline, life goals, success habits","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:24:38.390805,CA
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Doctorly,UCHCZnC9akNA9pBP7aJGNKdg,https://www.youtube.com/@doctorly,3450000,445,Dermatology - Educational Tutorials,en,0.22,0.253,"Evidenced-based skin care, dermatology, and medicine. Channel run by double Board-Certified Dermatologists with the goal of providing accurate, up-to-date information to our subscribers with full transparency. Thank you for following along with us. - Dr. Shah and Dr. Maxfield","best skincare products, cerave vs la roche-posay, hydrating serums review, skincare product reviews, growth factors skincare, hair loss solutions, telogen effluvium, rapid hair loss, hair care tips, hair growth products, morning skincare routine, skincare for every skin, build skincare routine, daily skincare tips, skincare routine steps, morpheus8 microneedling, radiofrequency microneedling, skincare technology, laser skincare devices, fda skincare warnings","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:21:02.437281,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Smartest Workers,UC7Q1WF_ncbiUjcn64imTB-g,https://www.youtube.com/@smartestworker,3420000,2312,Entertainment - Documentary,en,0.16,0.545,"Welcome to Smartest Workers! We are an entertainment brand dedicated to showcasing the incredible skills and talents of workers from around the globe. Our channel features videos of workers in action, demonstrating their expertise, precision, and efficiency in their respective fields.

From construction workers balancing on beams to chefs slicing and dicing at lightning speed, we capture the moments that highlight the beauty and artistry in everyday labor. Our aim is to not only entertain but also to inspire and educate our viewers about the diverse range of professions and the people who excel in them.

Join us as we explore the world of work like never before and celebrate the smartest workers who make our lives easier every day. Don’t forget to subscribe and hit the bell icon to stay updated with our latest videos. Enjoy the journey with us!
","plastic recycling, eco-friendly packaging, waste management, sustainable materials, recycled products, how it's made, manufacturing process, industrial production, factory tour, product manufacturing, diy projects, craft ideas, homemade crafts, diy tutorials, creative diy, chocolate making, homemade desserts, cooking tutorials, baking recipes, easy recipes","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:51:40.944840,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Ben Lionel Scott,UCgkKA7xEOoBQNpC5TJxPLiw,https://www.youtube.com/@benlionelscott,3390000,566,Motivation - Documentary,en,0.52,0.75,"SUBSCRIBE for motivational videos every week.

Ben Lionel Scott is a Motivational Content Creator, Video Editor and Entrepreneur. He has created some of the biggest motivational videos on the internet and strives to uplift, inspire, motivate and share information on improving one's life to become a better human being.
","motivational speech, inspirational speech, keep going motivation, mindset motivation, never give up, self improvement, personal growth, mindset change, self discipline, life motivation, stay focused, productivity tips, focus motivation, daily grind, goal setting, positive mindset, mental toughness, control your mind, mindset shift, mental health tips","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:55:31.040340,AU
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Think Media,UCGxjDWAN1KwrkXYVi8CXtjQ,https://www.youtube.com/@thinkmediatv,3360000,2806,Entrepreneurship - Podcast/Interviews,en,0.61,0.673,"Jumpstart your YouTube channel! 👇

Think Media is a team of content creators committed to bringing you weekly conversations around building your YouTube channel, personal brand, and business with online video. Over the last 10 years, we've created and refined the #1 YouTube Strategy Course in the world - Video Ranking Academy. 

Our mission is to help ONE MILLION purpose-driven people go full-time doing what they love and making an impact through the power of video. 

Work with us 🤝
","youtube growth, grow youtube channel, youtube tips, youtube monetization, youtube strategy, video editing tips, editing tricks, digital camera moves, editing software, ai video editing, content creator, content ideas, video content, creator tools, content strategy, best microphones, tech reviews, wireless mics, tech gadgets, gear reviews, audience retention, keep viewers engaged, video retention tips, reduce video fluff, viewer engagement","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:41:19.366319,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Grant Cardone,UCdlNK1xcy-Sn8liq7feNxWw,https://www.youtube.com/@grantcardone,3030000,6322,Financial Education - Talking-Head Analysis,en,0.64,0.875,"SUBSCRIBE TO 10X YOUR WEALTH
New video every week about wealth building, money, finance, business, investing, real estate, crypto, and more.

Grant Cardone is Equity Fund Manager with $5B AUM, Real Estate Investor, Business Consultant & Educator.  Also author of eight business books, CEO/Founder of Cardone Capital, 10X Studios, 10X Health System & Cardone Ventures.

The companies have combined revenues of $750,000,000 a year in revenues.

Mr. Cardone resides in Miami with his wife, Elena Cardone and two children, Sabrina and Scarlett.   
","build wealth, wealth creation, wealth strategies, wealth mindset, wealth secrets, real estate tips, invest in property, real estate investing, property investment, real estate market, financial freedom, get rich, passive income, money mindset, financial independence, success mindset, motivation tips, achieve success, success habits, goal setting, start a business, entrepreneur tips, business growth, entrepreneur mindset, business success","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:58:03.871887,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Moggerly,UC0RT9m-SYlWAinfgCtnd3Yg,https://www.youtube.com/@moggerly,2970000,1114,Talent Showcase - Documentary,en,0.16,0.507,"Discover Extraordinary Individuals with Astonishing Talents That Will Amaze You 🤯

For business inquiries or video removal requests, please contact: moggerly@proton.me.

Copyright Disclaimer: Under Section 107 of the Copyright Act 1976, allowance is made for ""Fair Use"" for purposes such as criticism, commentary, news reporting, teaching, scholarship, and research. Fair use is permitted by copyright statute and may otherwise be infringing. Non-profit, educational, or personal use tips the balance in favor of fair use.
","unique restaurant concepts, creative dining experiences, unusual restaurant themes, innovative restaurant ideas, restaurant design inspiration, satisfying videos, oddly satisfying, satisfying compilations, relaxing content, satisfying removal videos, tech destruction, iphone destruction, gadget teardown, device destruction, smashing tech, magic trick reveals, learn magic tricks, simple magic tricks, magic secrets, card tricks, leaf photography, nature photography, creative photography, photography ideas, outdoor photography","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:06:12.623943,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,The Futur,UC-b3c7kxa5vU-bnmaROgvog,https://www.youtube.com/@thefutur,2730000,2181,Entrepreneurship - Educational Tutorials,en,0.76,0.816,"Welcome to The Futur - where creativity meets business mastery. 

Our mission? Empower 1 billion people to thrive doing what they love. 🌟

In a world where personal branding is key, we equip you with the tools to stand out. From Mindset and Marketing to Sales, Negotiations, Pricing, and Motivation, we cover it all. Whether you're a creative entrepreneur or a design enthusiast, our content is crafted to elevate your skills and amplify your personal brand.
","personal brand, online branding, brand strategy, build a brand, brand identity, content creator, content strategy, creative content, content marketing, content ideas, start a business, business growth, entrepreneur tips, business ideas, business coaching, client communication, client feedback, manage clients, client relationships, client retention, pricing strategy, value proposition, set prices, pricing tips, price negotiation","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:56:10.465151,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Hank Green,UCOT2iLov0V7Re7ku_3UBtcQ,https://www.youtube.com/@hankschannel,2680000,1101,Science Communication - Talking-Head Analysis,en,0.28,0.521,,"science explained, educational videos, learn about science, science facts, fun science topics, curious questions, explore the unknown, weird facts, mysteries of the world, strange discoveries, personal experiences, life stories, real life events, personal challenges, life lessons, pop culture analysis, trending topics, viral content, internet culture, current events, funny videos, entertaining content, humor and jokes, lighthearted topics, comedy sketches","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:16:09.472531,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Omah Lay,UCSUVM9Ygr6AI5Eje5BnFhtw,https://www.youtube.com/@omahlay,2530000,168,Music - Performances,en,0.1,0.333,"The official YouTube channel of Music Producer/Artist Omah Lay. Subscribe for the latest music videos, performances, and more.","dj remix, remix music, dance remix, remix songs, dj mix, house music, electronic dance, edm tracks, electronic beats, techno music, music festival, festival lineup, live music events, concert highlights, festival experience, music collab, artist collaboration, featuring artists, music partnerships, collab tracks, trending music, new music releases, popular tracks, music hits, top music charts","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:38:36.765789,NG
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,James Jani,UCT0dmfFCLWuVKPWZ6wcdKyg,https://www.youtube.com/@jamesjani,2190000,28,Various Topics - Documentary,en,0.46,0.627,"Hi - I'm James! 

This channel explores my discoveries and perspectives on various topics through entertaining documentary-style videos! 

Follow me for behind the scenes, teasers, and everything in between: 
📸Insta - james.v.j
🐦Twitter - @jamesvjani

Become a Patron // https://www.patreon.com/jamesvj

Business/Sponsor Inquiries // jamesjani@delkatalents.com
","corporate fraud, financial scandal, stock market crash, investment fraud, crypto collapse, business documentary, untold stories, cinematic documentary, company story, entrepreneur story, crypto crash, ftx scandal, crypto fraud, financial collapse, crypto news, business case study, company analysis, business strategy, market analysis, economic trends, company rise and fall, business empire, corporate scandal, brand failure, startup bankruptcy","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:53:51.096953,GB
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Noodle & Pals,UCUamVL0L_lgG720vqmdZqoA,https://www.youtube.com/@noodleandpals,2160000,127,Children's Entertainment - Storytelling,en,0.1,0.276,"The Noodle & Pals channel is a collection of all of your favorite Noodle & Pals content from Super Simple Songs! We’ve got songs, storybooks, and more. There’s fresh new content on the way as well!","halloween songs kids, toddler songs, kids music, nursery rhymes, children's songs, learning songs, abc songs, educational videos, kids learning, alphabet songs, halloween party, spooky songs, holiday songs, seasonal kids songs, halloween costumes kids, farm animal songs, animal sounds songs, kids animal songs, farm songs, animal songs for kids","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:20:14.617876,CA
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Dan Martell,UCA-mWX9CvCTVFWRMb9bKc9w,https://www.youtube.com/@danmartell,2070000,2605,Entrepreneurship - Educational Tutorials,en,0.91,0.93,"My #1 passion is teaching.

#2 is building AI businesses.

I’ve built and exited 3x tech companies.

Invested in 100+ others.

Spend 98.2% of my time building AI startups at Martell Ventures (AI Venture Studio)

Wrote a WSJ best selling book https://www.BuyBackYourTime.com

Play life full out (wake surfing, snowboarding, mountain biking) at the highest level…

… and I love people and travelling the world with my family training and speaking on the biggest stages.

Oh, and did all that after ending up in jail and rehab at 17 years old.

It’s been a journey to say the least. 
","build a business, entrepreneurship tips, business ideas, how to start a business, online business, small business ideas, get rich, passive income, financial freedom, wealth building, money mindset, how to make money, change your life, self improvement, personal growth, life transformation, motivation tips, habits and routines, school grades, education system, learning tips, study motivation, academic success","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:05:54.558452,CA
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Simon Squibb,UCGznz4NfW5iymkvn1l40qyA,https://www.youtube.com/@simonsquibb,2050000,1348,Entrepreneurship - Talking-Head Analysis,en,0.61,0.9,"I’ve made millions through entrepreneurship while starting 20 different businesses and investing in over 70.

I will NEVER sell a course. Everything I know goes on my YouTube channel or in my free newsletter that you can get here - https://simonsquibb.com/newsletters/

Sponsorship enquiries: partnerships@simonsquibb.com
","start a business, business ideas, entrepreneur journey, small business tips, business growth, self improvement, personal growth, motivation tips, life changing habits, goal setting, ai for beginners, ai tools 2025, ai impact, future of ai, ai in business, inspiring stories, motivational stories, dream big, overcoming challenges, success stories, shopping discounts, promo codes, best deals online, discount shopping, online shopping tips","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:52:58.155552,GB
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,PrettyBored,UCeKOGzYzL2JKUpW1IxS-jCA,https://www.youtube.com/@prettyboredvids,2010000,305,Sports - Documentary,en,0.13,0.402,"Subscribe so I can show my mom I have friends!

business inquiries: prettyboredmail@gmail.com
","funny skits, comedy shorts, skit ideas, short comedy videos, funny short films, olympics parody, funny olympics, olympics skits, olympics comedy, olympics humor, recreate challenges, challenge videos, fun challenges, recreation series, challenge skits, entertaining shorts, short funny clips, viral short videos, quick comedy, short entertainment","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:33:18.496388,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Nischa,UCQpPo9BNwezg54N9hMFQp6Q,https://www.youtube.com/@nischa,1920000,190,Financial Education - Educational Tutorials,en,0.66,0.726,"I’m a former Investment Banker (with an accountancy qualification) and on this channel we explore all things personal finance, self development and business.

Get my free spending tracker: https://nischa.me/ist/
","how to invest, investing for beginners, investing 2025, beginner investing tips, invest first 10000, financial freedom, money management, finance tips, wealth building, money mindset, save money, budgeting tips, money saving tips, financial planning, personal finance advice, investment myths, investing safely, investment growth, long term investing, investment portfolio, investing workshop, learn investing, investment courses, financial education, investment classes","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T21:00:40.188073,GB
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,OpenAI,UCXZCJLdBC09xxGZ6gcdrc6A,https://www.youtube.com/@openai,1880000,394,Technology - Educational Tutorials,en,0.76,0.811,"OpenAI’s mission is to ensure that artificial general intelligence benefits all of humanity.

","ai tools, ai for developers, ai productivity, chatgpt tips, ai design tools, ai in business, productivity tips, workflow automation, work smarter, task management, time management, frontend design, web development tips, build websites, frontend tools, web design ideas, business innovation, tech startups, business growth, innovation strategies, startup ideas, learn with ai, educational technology, online learning tools, tech tutorials, learning platforms","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:28:47.386486,US
