Channel_ID,Channel_Name,Date_Added,Processing_Status
UCv9NS6CdNYisaKmHy_Ax1WA,Barcelona School of Economics,2025-11-03T11:20:27.079946,filtered_subs
UC7BhHN8NyMMru2RUygnDXSg,Sciencephile the AI,2025-11-03T11:20:27.079946,cached_for_llm
UCqmHLMwq_Pmm2hswhz3uksQ,WQED Pittsburgh,2025-11-03T11:20:27.079946,cached_for_llm
UCxzvNYT-17mjYJMuDzGx7AA,ANU TV,2025-11-03T11:20:27.079946,cached_for_llm
UC6ZFN9Tx6xh-skXCuRHCDpQ,PBS NewsHour,2025-11-03T11:20:27.079946,filtered_max_videos
UC_pjSU6cYSWipJkyKRRmoUw,SpaceBalls,2025-11-03T11:20:27.079946,cached_for_llm
UC5MOW8BO3dH38Fo3Rau17KQ,The Royal Society,2025-11-03T11:20:27.079946,cached_for_llm
UChijzGy18QVAsDukb3Qu6EA,PragerU Kids,2025-11-03T11:20:27.079946,cached_for_llm
UCuO1xKv8PwUCdQ1b3eY1TrA,vt.physics,2025-11-03T11:20:27.079946,skipped_few_videos
UCt0mjrgY1Y3u9tTPeVVdNwA,Scienceverse,2025-11-03T11:20:27.079946,skipped_few_videos
UCnfJ-NeOvfuA9fuIZUmA2UA,Journal - History Documentaries,2025-11-03T11:20:27.079946,cached_for_llm
UCQWoY8CkEGeE4t62djCZk-A,1Dime,2025-11-03T11:20:27.079946,cached_for_llm
UCVLnGPG1lx6ank1a5CWeh8w,Most Amazing Elite,2025-11-03T11:20:27.079946,filtered_max_videos
UCja84-LmIt77-w0tH5hjmTQ,Fun World For Kids,2025-11-03T11:20:27.079946,cached_for_llm
UC7fMhX5Vl2qQzgeZK06oqNw,Fastest IT Lab,2025-11-03T11:20:27.079946,filtered_subs
UCgyeJxD05YnoDquRMNBfBqw,PBS,2025-11-03T11:20:27.079946,filtered_max_videos
UCII84rxnNkEjtk1zC3qTtbg,The Rest Is Politics US,2025-11-03T11:20:27.079946,cached_for_llm
UCbAjHKGRd96DP-jujs0bUxw,Innovate & Update,2025-11-03T11:20:27.079946,filtered_subs
UCbyE5OvaP4GJhKvPCXxjWvw,Fire of Learning,2025-11-03T11:20:27.079946,cached_for_llm
UCRWy97kWgf1HgQ4O1B3xDyQ,Babbel USA,2025-11-03T11:20:27.079946,cached_for_llm
UCtatfZMf-8EkIwASXM4ts0A,AssemblyAI,2025-11-03T11:20:27.079946,cached_for_llm
UC2ZB_N0Vpg6iB5HxdxWg8gQ,DTC Podcast,2025-11-03T11:20:27.079946,filtered_subs
UCPxMZIFE856tbTfdkdjzTSQ,BeerBiceps,2025-11-03T11:20:27.079946,filtered_max_videos
UCYgL81lc7DOLNhnel1_J6Vg,Math and Science,2025-11-03T11:20:27.079946,filtered_max_videos
UCd7zlpSjvUuUwsQdqV3LF3w,Curiosity Stream,2025-11-03T11:20:27.079946,filtered_max_videos
UCw5laSluKZol8QuE1fOToTQ,Kritika Channel,2025-11-03T11:20:27.079946,filtered_max_videos
UCrTEvFd4rZMl7-pMyRRQnUg,Think Econ,2025-11-03T11:20:27.079946,cached_for_llm
UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,2025-11-03T11:20:27.079946,cached_for_llm
UCs0QuZbFYbiaLnDR4-Os8Mw,SingHealth Duke-NUS Global Health Institute,2025-11-03T11:20:27.079946,filtered_subs
UCoTwgL6PnxxQqWUIHZZlHMg,DupreeGod,2025-11-03T11:20:27.079946,cached_for_llm
UC6yAQDtDsoM0A9fJbhs_F3w,FaceTatt Philosophy ,2025-11-03T11:20:27.079946,cached_for_llm
UCGNwoiuI8dtGe9r7vRzYbAQ,Movified Global,2025-11-03T11:20:27.079946,filtered_subs
UCX-_mAl0qpKVPc0mRq25IBA,Chemistry ke ustad,2025-11-03T11:20:27.079946,filtered_subs
UCkbzwqUISm9IidFmXnII85Q,Dan Geltrude - America's Accountant,2025-11-03T11:20:27.079946,filtered_subs
UCH1oRy1dINbMVp3UFWrKP0w,Good Morning America,2025-11-03T11:20:27.079946,filtered_max_videos
UCHscuyFnX4Plx39GfUhDbdQ,Daniel X Star,2025-11-03T11:20:27.079946,skipped_few_videos
UC-q5vNvj81OmWK0pzaLB-kg,Sprouht,2025-11-03T11:20:27.079946,cached_for_llm
UCUFq_n3GPou9AXe9tyNpZYA,Seli Zone,2025-11-03T11:20:27.079946,skipped_few_videos
UCFNU5rCNA33-wfLG0EQyvUg,The Ultimate List,2025-11-03T11:20:27.079946,filtered_subs
UC-QTh5HFiw28MwFrmFrRjzA,Beginning To Now,2025-11-03T11:20:27.079946,cached_for_llm
UCBdAR7RGd5JuivKZtToGlZg,Carlos Reig,2025-11-03T11:20:27.079946,cached_for_llm
UC4-AGCUwX7C-D4BsBook9fQ,Young America's Foundation,2025-11-03T11:20:27.079946,filtered_max_videos
UCS7XTUuk1XF5Tm5InADY6cA,MSL Talk,2025-11-03T11:20:27.079946,cached_for_llm
UC6uxdD16zccSgrrlb8641Lw,SOLDERBOND,2025-11-03T11:20:27.079946,filtered_subs
UCrJTxjHZT18sMo9LXl4WqrQ,StudyCorgi TV,2025-11-03T11:20:27.079946,filtered_subs
UCkhUJFAKqCJs-HfYosfeo2g,ConJay,2025-11-03T11:20:27.079946,skipped_few_videos
UCKWaEZ-_VweaEx1j62do_vQ,IBM Technology,2025-11-03T11:20:27.079946,cached_for_llm
UCqHPfrt6FurLYf10CdhzjLQ,Everything Japan,2025-11-03T11:20:27.079946,filtered_subs
UCZ9dXmuPmcstcgjt25VmOrg,American Express,2025-11-03T11:20:27.079946,cached_for_llm
UCUDQdVsKssximyFwg4IxnOQ,NTV News,2025-11-03T11:20:27.079946,filtered_max_videos
UCoXxgPhAw6b-alka6BJCt1g,Modern Life Dating,2025-11-03T11:20:27.079946,filtered_max_videos
UCEk-p_pQvT-pKKRcIbUouhQ,You Will Love Economics,2025-11-03T11:20:27.079946,cached_for_llm
UC8Pbxj-0cS_0zkVMgjCeYzA,Mr Ting,2025-11-03T11:20:27.079946,filtered_subs
UCJUuMiIWMDN_7cRBXg_Lbew,Mysterious Worlds,2025-11-03T11:20:27.079946,filtered_subs
UCdqG_gjmcrPglhsxElQX4ZA,"California State University, Chico",2025-11-03T11:20:27.079946,filtered_subs
UC3JlLgGnOiEXSmeD9bE6GRw,History Decoded,2025-11-03T11:20:27.079946,filtered_country_IN
UCbk_QsfaFZG6PdQeCvaYXJQ,Jay Shetty Podcast,2025-11-03T11:20:27.079946,cached_for_llm
UC_3wjSjftwZEgh4WqPgj5og,Nemcare Hospitals,2025-11-03T11:20:27.079946,filtered_subs
UCE9ZKI1b_PhVm3gejYuilhw,IMPAULSIVE Clips,2025-11-03T11:20:27.079946,filtered_max_videos
UCeNMeH4XVilUjaRU7kv0q5w,New learning Everyday,2025-11-03T11:20:27.079946,filtered_subs
UCeUvAEv5OxZQ6KSNaHrzoRQ,MindScope,2025-11-03T11:20:27.079946,cached_for_llm
UCldfgbzNILYZA4dmDt4Cd6A,Secular Talk,2025-11-03T11:20:27.079946,filtered_max_videos
UCRXeehIYurvv-kjdJ4Y8IUw,JFlo Education,2025-11-03T11:20:27.079946,filtered_subs
UCbmOgzvvDg60mXGm9t9Ad5Q,Omar Agamy,2025-11-03T11:20:27.079946,filtered_max_videos
UCRrgs0rSMF7jutTITInaFEA,Skeither Educational Channel,2025-11-03T11:20:27.079946,filtered_subs
UCIoaMFT_H0NCUnA4f71Exow,Jordan Dischinger-Smedes,2025-11-03T11:20:27.079946,cached_for_llm
UC8VhAX-voAUegprM4SpHQJQ,Wacky Science,2025-11-03T11:20:27.079946,filtered_country_CH
UC45yP4z7N5TirDJXqrS4s8Q,Simply Tutors,2025-11-03T11:20:27.079946,filtered_subs
UCDT8zjDg6zAczE-ISlgUpsQ,JuliaMichaelsVEVO,2025-11-03T11:20:27.079946,cached_for_llm
UCExx109KH5msQR0n52ZzyAw,Rock 'N Learn,2025-11-03T11:20:27.079946,cached_for_llm
UCwSwgzlB10ELt4SXbHz7zSA,APurposefulPath,2025-11-03T11:20:27.079946,filtered_subs
UCDGjYDY_3KDklKm5Xqm6j6Q,International Policy Zone,2025-11-03T11:20:27.079946,filtered_subs
UCru3nlhzHrbgK21x0MdB_eg,Natalie Brunell,2025-11-03T11:20:27.079946,cached_for_llm
UC4a-Gbdw7vOaccHmFo40b9g,Khan Academy,2025-11-03T11:20:27.079946,filtered_max_videos
UCnwUjPK7dXety-AJ4fNw_RQ,The Paint Explainer,2025-11-03T11:20:27.079946,cached_for_llm
UCRP6kYnjzVw7JC37_q3LO5g,Stefan | AI Guides,2025-11-03T11:20:27.079946,filtered_subs
UC4MZ7zUHb5eAxU75Dc_nqdQ,Tiff In Tech,2025-11-03T11:20:27.079946,cached_for_llm
UCTRWs9epBUdgd8YOx1jm4XA,Dr Matthew Grosse,2025-11-03T11:20:27.079946,filtered_subs
UCnG_tmFHXhwxLRZ_eLe7TCg,Evan Luft,2025-11-03T11:20:27.079946,skipped_few_videos
UCFmofUYwZd1Ibf_O3PF71jg,FOX 32 Chicago,2025-11-03T11:20:27.079946,filtered_max_videos
UCxqAWLTk1CmBvZFPzeZMd9A,Domain of Science,2025-11-03T11:20:27.079946,cached_for_llm
UCltDbhOXh6r9FyYE52rWzCQ,I HOPE,2025-11-03T11:20:27.079946,filtered_country_PH
UCoRE7RQUiGtMfJrT6bANqQA,Audioversity,2025-11-03T11:20:27.079946,filtered_max_videos
UCNjPtOCvMrKY5eLwr_-7eUg,Alux.com,2025-11-03T11:20:27.079946,filtered_max_videos
UCD-F9rxRPyH2SyAIlZVxIWA,Plainly Put,2025-11-03T11:20:27.079946,cached_for_llm
UCpDocDLzlRq2drrRYVhhBjA,Technical Institutes Media,2025-11-03T11:20:27.079946,filtered_subs
UCVoq_9iUceZd9x-fvmW5qdw,Qurious Mango,2025-11-03T11:20:27.079946,filtered_country_IN
UCCeXwLzVKZU7VW8qXis_UOQ,Katie Steckly,2025-11-03T11:20:27.079946,cached_for_llm
UCpn89UQsCtJIQ0bHGRlC6Iw,Universe_Uncovered,2025-11-03T11:20:27.079946,skipped_few_videos
UCixRv4BVgl-O1mCN2DjHuuQ,Study.com,2025-11-03T11:20:27.079946,cached_for_llm
UCLMtjmKyB2ORHx2A06crsmQ,Jade Beason,2025-11-03T11:20:27.079946,cached_for_llm
UCR6LasBpceuYUhuLToKBzvQ,Solar Sands,2025-11-03T11:20:27.079946,cached_for_llm
UCxiPSgY4RjnUQBcEYwEPy0w,Explore with Mia,2025-11-03T11:20:27.079946,skipped_few_videos
UCqzDTpma1AdQVgS7Ljhtf8g,Bossndrei,2025-11-03T11:20:27.079946,filtered_subs
UCrG8Y0EQ3YjmUNC1mevIC5A,ANCHI ,2025-11-03T11:20:27.079946,skipped_few_videos
UCkQO3QsgTpNTsOw6ujimT5Q,BE AMAZED,2025-11-03T11:20:27.079946,cached_for_llm
UCL_f53ZEJxp8TtlOkHwMV9Q,Jordan B Peterson,2025-11-03T11:20:27.079946,cached_for_llm
UCejYxz_-OD7ApJniESN1Rpg,Sociology Live!,2025-11-03T11:20:27.079946,cached_for_llm
UCH6Oc4MAJzzmK0SM805ZnjQ,Dr Matt & Dr Mike,2025-11-03T11:20:27.079946,cached_for_llm
UCIz0NWZAlvYWOBvCAadYATg,Experience Anatomy,2025-11-03T11:20:27.079946,skipped_few_videos
UCvPJW6COknLlK9qxtoxSivw,Emerald Publishing,2025-11-03T11:20:27.079946,filtered_subs
UCZ8Sxmkweh65HetaZfR8YuA,The Hollywood Reporter,2025-11-03T11:20:27.079946,filtered_max_videos
UCNzPBf0DNhmwzpEaPHcVDUQ,Learn English  ,2025-11-03T11:20:27.079946,cached_for_llm
UCARzPV4BkHMq01FX-8MEYJQ,POLITIKA,2025-11-03T11:20:27.079946,filtered_subs
UC2D2CMWXMOVWx7giW1n3LIg,Andrew Huberman,2025-11-03T11:20:27.079946,cached_for_llm
UC7u2HaYBKDaLPcWmldxgGEA,Mike Winger,2025-11-03T11:20:27.079946,cached_for_llm
UC-q-_DVLrAfmVApgnJTIa9A,Jaydone History,2025-11-03T11:20:27.079946,cached_for_llm
UCTjFxEdR5h_YSC1R0HWHPaw,Hustle With Yash,2025-11-03T11:20:27.079946,filtered_country_IN
UCuEC5u7JdNBOS5O4FA-qQFQ,Professor Rockey,2025-11-03T11:20:27.079946,filtered_subs
UCq2VjPylnROGkqQjJwX0a1Q,Rathbone,2025-11-03T11:20:27.079946,cached_for_llm
UCC5ABYyjXDlgny1dWJ0I2TA,The MSL Academy,2025-11-03T11:20:27.079946,filtered_subs
UCktaw9L-f65LzUUdjmCFkbQ,Disney Channel,2025-11-03T11:20:27.079946,filtered_max_videos
UCZfTWLrTkaoZoSx5fkrAPJA,hxsain,2025-11-03T11:20:27.079946,cached_for_llm
UCVYP2H9A0KAxSqzmtc6kQGw,Dr B,2025-11-03T11:20:27.079946,cached_for_llm
UCP4yCgA6mz1JGPSidbQj12g,3D Channel,2025-11-03T11:20:27.079946,skipped_few_videos
UCQk2vl95DBAvNR7irnf0_LA,A&D Quotes,2025-11-03T11:20:27.079946,filtered_country_IN
UC9u3UqkoikJ9Nr8t4wvyNRQ,See U in History / Mythology,2025-11-03T11:20:27.079946,filtered_max_videos
UCWnCfGNpSnOFi9h6GYwzmTg,Unacademy IAS - तैयारी जीत की,2025-11-03T11:20:27.079946,filtered_country_IN
UCh6KFtW4a4Ozr81GI1cxaBQ,University of California Television (UCTV),2025-11-03T11:20:27.079946,filtered_max_videos
UCJEdg8fhK0-boIiNkjUmUww,Bible Nerd Ministries,2025-11-03T11:20:27.079946,cached_for_llm
UCmF7qzCR8jRhTOta93P7y1Q,The Big-League Motivation,2025-11-03T11:20:27.079946,filtered_country_IN
UCBw-O-I2GQ0hjq0JZBVbA_g,Peppy Prisha,2025-11-03T11:20:27.079946,filtered_country_IN
UC7E8pvTuWNfBH5hLYc1dNJg,Syed Fida Muhammad,2025-11-03T11:20:27.079946,filtered_subs
UCvD34fvRZ3QHWSkU1aUM99w,Get.factual,2025-11-03T11:20:27.079946,filtered_country_DE
UC5bHd-MYU8XKlVD5sGFbYWQ,World At Crossroads,2025-11-03T11:20:27.079946,skipped_few_videos
UChC_apOWk6MSl03byUiVZRQ,Thomas Mulligan,2025-11-03T11:20:27.079946,skipped_few_videos
UCFdrcXgv_42HeeyiGa2Zbmg,KEW,2025-11-03T11:20:27.079946,filtered_subs
UC83ta0jcTiDzzBuXBviJpsw,Da Rundown Podcast,2025-11-03T11:20:27.079946,filtered_subs
UC_odwvm77m9TxJJ8OE585-g,Jim Brillon - California Licensed Therapist,2025-11-03T11:20:27.079946,skipped_few_videos
UCOwj-Mn1d-NBc2m1-FiX4FA,The Right Politics,2025-11-03T11:20:27.079946,filtered_subs
UCT4BqBoAqxdgyiSJrlmY04g,Marist University,2025-11-03T11:20:27.079946,filtered_subs
UCsN32BtMd0IoByjJRNF12cw,60 Minutes,2025-11-03T11:20:27.079946,filtered_max_videos
UCdp6GUwjKscp5ST4M4WgIpw,TechWiser,2025-11-03T11:20:27.079946,filtered_country_IN
UCEf3Ac-A8kathz5qOC4fxnQ,Tool Belt of Learning,2025-11-03T11:20:27.079946,filtered_subs
UCiAMOT48xJiQ-Uci8rb6VrQ,C-draw :D,2025-11-03T11:20:27.079946,skipped_few_videos
UCfrKt78tLPGs84KyX6rRaDw,SnapScience,2025-11-03T11:20:27.079946,filtered_subs
UC4jPc_njeMZlvqNIe-HGSmA,Shashank Sajwan Shorts,2025-11-03T11:20:27.079946,skipped_few_videos
UCHyMwXYaw69vtN244TiW2jQ,xDemon,2025-11-03T11:20:27.079946,cached_for_llm
UCGiUd5zxqobJIdUI28p7_kA,GP Prodigy,2025-11-03T11:20:27.079946,filtered_subs
UC8lk1PidR1QY0jlphsYJqtw,ROCK SQUAD,2025-11-03T11:20:27.079946,cached_for_llm
UCEdy7GqJK4BZWy_UJd6d7JA,Mentor Mike,2025-11-03T11:20:27.079946,cached_for_llm
UCFNosi99Sp0_eLilBiXmmXA,FutureVEVO,2025-11-03T11:20:27.079946,cached_for_llm
UCEszlI8-W79IsU8LSAiRbDg,John Michael Godier,2025-11-03T11:20:27.079946,cached_for_llm
UC0fXNmjDoC7ckPyT6qM8Urw,CBeebies,2025-11-03T11:20:27.079946,filtered_max_videos
UCgrHMffytDYdZlvVCuw8peQ,Science Fun Facts,2025-11-03T11:20:27.079946,filtered_country_DE
UCsaEBhRsI6tmmz12fkSEYdw,Hot Mess,2025-11-03T11:20:27.079946,cached_for_llm
UCZ4trZcPxr3DwcMbFb54rDQ,TRIBL,2025-11-03T11:20:27.079946,cached_for_llm
UCUhkTKYhY1Eb6adtfZ5rHTw,History.Culture.projects,2025-11-03T11:20:27.079946,cached_for_llm
UCEybk4mgoWM43ndjOkA5unA,DonnyGoogle Tv ,2025-11-03T11:20:27.079946,skipped_few_videos
UCC7e8_pALxeekNLXaMrxZkA,Kids Science Experiments in AR,2025-11-03T11:20:27.079946,filtered_subs
UC-DuRqsBQOEk_5o1q4Ze-Fg,Formula E,2025-11-03T11:20:27.079946,filtered_max_videos
UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,2025-11-03T11:20:27.079946,filtered_max_videos
UCicjynhfFw2LiIQFnoS1JTw,Learn English | Let's Talk - Free English Lessons,2025-11-03T11:20:27.079946,filtered_max_videos
UC8butISFwT-Wl7EV0hUK0BQ,freeCodeCamp.org,2025-11-03T11:20:27.079946,cached_for_llm
UCmD16W7SwyOXZ5JpwOIs4KA,Philip N. Cohen,2025-11-03T11:20:27.079946,filtered_subs
UChKdxjtlyaS21ZuCdpL9ahA,Academic English Now,2025-11-03T11:20:27.079946,filtered_country_CR
UCr3cBLTYmIK9kY0F_OdFWFQ,Casually Explained,2025-11-03T11:20:27.079946,cached_for_llm
UC_cznB5YZZmvAmeq7Y3EriQ,Stated Clearly,2025-11-03T11:20:27.079946,cached_for_llm
UCd8gYBqSuVx3L6qbG9xvpiQ,Chris Castellarin,2025-11-03T11:20:27.079946,filtered_subs
UCiw3ocywxXvFGk8bp5Dq3Jw,The Outliners ,2025-11-03T11:20:27.079946,skipped_few_videos
UCVVuAYyOt54zkIT0sezX-4Q,Trinity College Dublin,2025-11-03T11:20:27.079946,filtered_max_videos
UCp35lOnXpoMtBXMb4jFglJQ,New Nature,2025-11-03T11:20:27.079946,cached_for_llm
UCpsyRRwL_cETxDEabQqredA,Baylor University Graduate School,2025-11-03T11:20:27.079946,filtered_subs
UCFiUTO1AstPE3CRinH68GGQ,The Accidental Philosopher,2025-11-03T11:20:27.079946,filtered_subs
UC9vBKURQxpFE0fkWrqY9meg,Social Issues For Everyone,2025-11-03T11:20:27.079946,filtered_subs
UCMSwvJBbCF3a-9B7hRYhqrg,financial Mindset,2025-11-03T11:20:27.079946,filtered_subs
UC4EY_qnSeAP1xGsh61eOoJA,YaleCourses,2025-11-03T11:20:27.079946,cached_for_llm
UCgV_oOQ2CArKxWL4Ru3RXGw,The Unfiltered Truth,2025-11-03T11:20:27.079946,filtered_subs
UCir8ZEhgIOLY__2tN1Pi0ig,Umar Ashraf,2025-11-03T11:20:27.079946,skipped_few_videos
UCIUYISDFTXzMrxPRUHakj0w,Charles Sturt University,2025-11-03T11:20:27.079946,filtered_subs
UCtYD2kITnigy8zf4vEzfPMQ,Worlds of Wisdom,2025-11-03T11:20:27.079946,filtered_subs
UC88lvyJe7aHZmcvzvubDFRg,Timeline - World History Documentaries,2025-11-03T11:20:27.079946,cached_for_llm
UCPGnJx_n_5q2k4gWbAa28yQ,Professor Ashley,2025-11-03T11:20:27.079946,filtered_subs
UC7k984zAMg_5DFHWawzPorg,Saturn,2025-11-03T11:20:27.079946,filtered_subs
UCHxbWqTInWfKkJL4s6qbUSw,GAPSAcademy,2025-11-03T11:20:27.079946,filtered_max_videos
UCr51KMSVvRICQNdsg9otmJA,Columbia Climate School,2025-11-03T11:20:27.079946,filtered_subs
UCkl9KnSSYFJmDmfWMHm1aew,Walter Graziano,2025-11-03T11:20:27.079946,filtered_subs
UCYlPwe7ehuSd5d6ik3K_3lQ,Intergovernmental Panel on Climate Change (IPCC),2025-11-03T11:20:27.079946,cached_for_llm
UCPQn1pwRRLV6vL0UXQtJvpg,Menagerie,2025-11-03T11:20:27.079946,skipped_few_videos
UCRJErxU66jADk3L8mRCWHhg,World Vista,2025-11-03T11:20:27.079946,filtered_country_DK
UCk1HnZpqA3HDHkiAbMnGFaA,Yasmin Art Drawing,2025-11-03T11:20:27.079946,skipped_few_videos
UCl9CUCvOPotOcl9ZZEzPZsA,GreggU,2025-11-03T11:20:27.079946,filtered_max_videos
UC6FO-Up1-oLj5nNivCNHL-Q,Ryan Chapman,2025-11-03T11:20:27.079946,cached_for_llm
UCKcef4d53ilok1ok0f91snw,Jasmine_2015_Daily_Art,2025-11-03T11:20:27.079946,filtered_subs
UCxyiSz4m161Z6frOsFxJpgw,Cleveland Clinic,2025-11-03T11:20:27.079946,filtered_max_videos
UCuljCEK-hEJKXORkAd7tZlQ,Policy And Taxation Group,2025-11-03T11:20:27.079946,filtered_subs
UCOo8aKrwtWmlLUEpatJ2nyg,explainitychannel,2025-11-03T11:20:27.079946,filtered_country_DE
UCUVwT8zcS5Z_rYXnpomlbfg,Dan Davis History,2025-11-03T11:20:27.079946,cached_for_llm
UCe4WlJgFV5XZqAQu6LK3lFQ,Motion Picture Evolution,2025-11-03T11:20:27.079946,filtered_country_JP
UC3XBa3SdVWih3WBN-AYJp9Q,Bibiana Prada,2025-11-03T11:20:27.079946,filtered_subs
UCL_A4jkwvKuMyToAPy3FQKQ,Council on Foreign Relations,2025-11-03T11:20:27.079946,filtered_max_videos
UCPk2s5c4R_d-EUUNvFFODoA,Gohar Khan,2025-11-03T11:20:27.079946,cached_for_llm
UCK8f1CUe8y403u3b0gCINww,University of Oxford,2025-11-03T11:20:27.079946,cached_for_llm
UCQBzn-XGeA4sq9kB8Gl8iHg,Victoria Pfeifer,2025-11-03T11:20:27.079946,skipped_few_videos
UCSLUrcByUa6L641WPik31RQ,Motivation Core,2025-11-03T11:20:27.079946,cached_for_llm
UCuSkeS5oU-B2tRIBDYntmaw,Business Upside,2025-11-03T11:20:27.079946,cached_for_llm
UCGaVdbSav8xWuFWTadK6loA,vlogbrothers,2025-11-03T11:20:27.079946,cached_for_llm
UCOvOXLATfCrOJmAYaO4mRBA,VFX HD,2025-11-03T11:20:27.079946,skipped_few_videos
UCQbo_mSWlTaKppIQViiVUZQ,Berkeley Initiative for Transparency in the Social Sciences (BITSS),2025-11-03T11:20:27.079946,filtered_subs
UCSRjQSRHv4jYp7Qwy8L5Z0Q,UC Berkeley Summer Sessions,2025-11-03T11:20:27.079946,filtered_subs
UC0JlrsWrWd59YFGcdxuzmSA,unowacademics,2025-11-03T11:20:27.079946,filtered_subs
UCHYlZMedjSdB9LkABuHbW7A,Think UPSC,2025-11-03T11:20:27.079946,filtered_country_IN
UCg3TXZ15YuORW5QaVwLJPFA,Shelagh Johnson,2025-11-03T11:20:27.079946,filtered_subs
UC2NsfoxoM6eWePzX3-9x9Cw,Talk Politics with Dr A K Verma,2025-11-03T11:20:27.079946,filtered_subs
UCP_XxqhMcSB4QggPo0UHoBA,We Are Liberal,2025-11-03T11:20:27.079946,filtered_subs
UCABe2FgVNv2hgBeMu2mySVg,Let's Crack UPSC CSE,2025-11-03T11:20:27.079946,filtered_max_videos
UC_kzFBb2-8zENiawppXcUig,BioTech Whisperer,2025-11-03T11:20:27.079946,filtered_max_videos
UCW71hQg1kDxmFIfijA8dL0Q,Unsolicited advice,2025-11-03T11:20:27.079946,cached_for_llm
UC86l-Zp-D4HWhxVKtXb4wIg,China Cultural Expedition,2025-11-03T11:20:27.079946,filtered_subs
UCkP3zvBTqrWBjIzj9RSW_NQ,Moddereditz,2025-11-03T11:20:27.079946,skipped_few_videos
UCqoAEDirJPjEUFcF2FklnBA,StarTalk,2025-11-03T11:20:27.079946,cached_for_llm
UCJL8eeHiTDuzBSWz1pyh9Jg,eliana☀️ marie,2025-11-03T11:20:27.079946,filtered_subs
UCWVX22z2KlJCQ0XqtfHIH7w,Leonard Cohen - Topic,2025-11-03T11:20:27.079946,cached_for_llm
UCzkrb91BQYUCNcqLFsbjTxA,MoonCraterTycho,2025-11-03T11:20:27.079946,filtered_subs
UCGtbVv_ACgV7difdVZ92NMw,Corporate Finance Institute,2025-11-03T11:20:27.079946,cached_for_llm
UCoUCPZ-u6MYX6_tIRmRnBtQ,Applied Worldwide,2025-11-03T11:20:27.079946,filtered_subs
UC_-_MtdvcJC3m-STIvwLzgQ,Dream English Education,2025-11-03T11:20:27.079946,cached_for_llm
UCQJDFI9j8UeNoqra37p5OkA,Operation Ouch,2025-11-03T11:20:27.079946,cached_for_llm
UCir93b_ftqInEaDpsWYbo_g,Practical Psychology,2025-11-03T11:20:27.079946,cached_for_llm
UCvSXMi2LebwJEM1s4bz5IBA,New Money,2025-11-03T11:20:27.079946,cached_for_llm
UCutMbTINQ3t_JF898I5lNmQ,Current Myanmar,2025-11-03T11:20:27.079946,cached_for_llm
UCUhRQkSIqtsF25htBgReQAA,Fakultas Ekonomika dan Bisnis UGM,2025-11-03T11:20:27.079946,filtered_country_ID
UCJGZli0VhF5AwTU6YTi8OFA,Ashley Hodgson,2025-11-03T11:20:27.079946,cached_for_llm
UCorruoVYwGGyND4SZVtrVDQ,The Project,2025-11-03T11:20:27.079946,filtered_max_videos
UCVeuau7DLrg7zlAjxxDbdww,HubSpot Marketing,2025-11-03T11:20:27.079946,cached_for_llm
UCIy8QgsVS2QHrYBwEOOtArQ,Explore With Jeven Dovey,2025-11-03T11:20:27.079946,skipped_few_videos
UCFMIEsP5ZVgl5GDVEy8HJpA,John Marx,2025-11-03T11:20:27.079946,filtered_subs
UCd1CT33NdLIg-tbQ0sVhjUQ,diplomaduck,2025-11-03T11:20:27.079946,cached_for_llm
UCQJGbLviO357JzLKnFoR6wg,World Genetics,2025-11-03T11:20:27.079946,filtered_country_FR
UChPnMUTtlnHMw7g3W4EHvDw,Standwithkurang,2025-11-03T11:20:27.079946,filtered_subs
UCxBweqANcJCGCgPJFjhgGgA,JointBioenergyInst,2025-11-03T11:20:27.079946,filtered_subs
UCJg9wBPyKMNA5sRDnvzmkdg,LiveNOW from FOX,2025-11-03T11:20:27.079946,filtered_max_videos
UCXXvOMN_74Jad119ybNce8g,The Travel Shack,2025-11-03T11:20:27.079946,skipped_few_videos
UCIk5qk-lMJ1Y1jpOc93nIDg,Declassified College,2025-11-03T11:20:27.079946,cached_for_llm
UC2Zs9v2hL2qZZ7vsAENsg4w,Justin Sung,2025-11-03T11:20:27.079946,cached_for_llm
UC0vBXGSyV14uvJ4hECDOl0Q,Techquickie,2025-11-03T11:20:27.079946,cached_for_llm
UCb72Gn5LXaLEcsOuPKGfQOg,DW Planet A,2025-11-03T11:20:27.079946,filtered_country_DE
UCrZGKtx0Vl97vTynXfBhm4w,IM is Live,2025-11-03T11:20:27.079946,filtered_country_IN
UC4TjXPVIYz9Z13SB3vxKuZQ,Mind Unveiled,2025-11-03T11:20:27.079946,cached_for_llm
UCGjj4ULTpqgcM6knuBv9h6Q,Queen,2025-11-03T11:20:27.079946,cached_for_llm
UCULpy5KeeAbaZUHwD3cz3ZQ,Rooghz AE,2025-11-03T11:20:27.079946,skipped_few_videos
UCAl18VyldcUawB6kyx9HKsw,ODI Global,2025-11-03T11:20:27.079946,filtered_subs
UCNz9FA4OYPfEU-6t6jsHOIA,Science Explained,2025-11-03T11:20:27.079946,skipped_few_videos
UC4XMF1RCbxd7dEn8-zGpWkQ,Top Hit,2025-11-03T11:20:27.079946,filtered_subs
