Channel_ID,Channel_Name,Date_Added,Processing_Status,Embedding_Score,LLM_Score,niche
UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2025-10-29T20:23:30.772516,scored,0.907,0.64,Entrepreneurship - Podcast/Interviews
UCAPByrKU5-R1emswVlyH_-g,Motiversity,2025-10-29T20:23:30.772516,scored,0.741,0.34,Motivation - Documentary
UCxBEgA09iaI1tZlf-S79AAQ,K A M A L    T E J A,2025-10-29T20:23:30.772516,scored,0.726,0.22,Fitness - Educational Tutorials
UCw4IHIMsDO5wpIiprOSXiEA,Dhruv Rathee Shorts,2025-10-29T20:23:30.772516,scored,0.485,0.22,Social Commentary - Talking-Head Analysis
UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2025-10-29T20:23:30.772516,scored,0.923,0.85,Entrepreneurship - Talking-Head Analysis
UC7Q1WF_ncbiUjcn64imTB-g,Smartest Workers,2025-10-29T20:23:30.772516,scored,0.545,0.16,Entertainment - Documentary
UCPk2s5c4R_d-EUUNvFFODoA,Gohar Khan,2025-10-29T20:23:30.772516,scored,0.626,0.64,Productivity - Educational Tutorials
UCzrp2MsFNzcRBc5Iy_tQ2Gw,MINDSET GROWTH $,2025-10-29T20:23:30.772516,scored,0.799,0.46,Motivation - Educational Tutorials
UC8M1gILoZ9OrooSiOXxCWXA,Nitish Rajput Shorts,2025-10-29T20:23:30.772516,scored,0.375,0.16,Geopolitics - Documentary
UCWiXzvPDb5YqG7W0mr2TmlA,Dylan Lemay,2025-10-29T20:23:30.772516,scored,0.431,0.13,Food - Vlog
UCGznz4NfW5iymkvn1l40qyA,Simon Squibb,2025-10-29T20:23:30.772516,scored,0.9,0.61,Entrepreneurship - Talking-Head Analysis
UCsLF0qPTpkYKq81HsjgzhwQ,growingannanas,2025-10-29T20:23:30.772516,scored,0.517,0.22,Fitness - Educational Tutorials
UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-10-29T20:23:30.772516,scored,0.8,0.38,Ideas and Innovation - Documentary
UCT0dmfFCLWuVKPWZ6wcdKyg,James Jani,2025-10-29T20:23:30.772516,scored,0.627,0.46,Various Topics - Documentary
UCemR7yjlbItm9FH-WOs5-bQ,Viplav Majumdar (Planyourworld.com),2025-10-29T20:23:30.772516,scored,0.6,0.56,Financial Education - Educational Tutorials
UCUC3MxBlewPHrnc8QuvJd9w,Ashutosh Pratihast,2025-10-29T20:23:30.772516,scored,0.833,0.56,Entrepreneurship - Documentary
UCBqFKDipsnzvJdt6UT0lMIg,Sandeep Maheshwari,2025-10-29T20:23:30.772516,scored,0.799,0.42,Self-Improvement - Talking-Head Analysis
UCWI0X3l7BlfJltQkLdKQBiw,Monacoluxurylifestyle,2025-10-29T20:23:30.772516,scored,0.677,0.22,Luxury Lifestyle - Vlog
UC1KPkxL3xTXGXVhrSk0wMXw,Boosted Words,2025-10-29T20:23:30.772516,scored,0.507,0.28,Motivation - Motivational Speeches
UCoMkz_7CTgvus-rzwfvUBiA,Ü STAMPS,2025-10-29T20:23:30.772516,scored,0.851,0.76,Entrepreneurship - Educational Tutorials
UC4yALlOz1Oc4pASPX5JSRSg,Julian Sanchez,2025-10-29T20:23:30.772516,scored,0.633,0.13,Car Detailing - Vlog
UC64KwGynvj3hA7T0C9gC5cA,Thewizardliz,2025-10-29T20:23:30.772516,scored,0.786,0.56,Personal Development - Educational Tutorials
UC_wITz-Ze4JFc3WLQA1n3Hw,RubyandBonnie,2025-10-29T20:23:30.772516,scored,0.409,0.1,Family Entertainment - Vlog
UCVQIXGi-RxcjLw5K0AUDQHA,The Print House,2025-10-29T20:23:30.772516,scored,0.493,0.34,3D Printing - Educational Tutorials
UCunBLXARLk13zobpZfcjJFA,TrulyBudget,2025-10-29T20:23:30.772516,scored,0.646,0.56,Financial Education - Educational Tutorials
UCGxjDWAN1KwrkXYVi8CXtjQ,Think Media,2025-10-29T20:23:30.772516,scored,0.673,0.61,Entrepreneurship - Podcast/Interviews
UCzEAWIWMigRBbulQ6yVlilg,Priyal Kukreja,2025-10-29T20:23:30.772516,scored,0.556,0.22,Lifestyle - Vlog
UC3ITEPB1plAEtHf5Cm8nQLA,Men Quote,2025-10-29T20:23:30.772516,scored,0.724,0.46,Self-Improvement - Educational Tutorials
UCSOdONaiBrsy-evg4-ndwlA,Sagar Gupta,2025-10-29T20:23:30.772516,filtered_subs,,,
UC0GmdVKZhMM3Rmielp4oVAA,Stefanovic,2025-10-29T20:23:30.772516,scored,0.827,0.76,Tech Careers - Talking-Head Analysis
UCPGrgwfbkjTIgPoOh2q1BAg,David Ondrej,2025-10-29T20:23:30.772516,scored,0.831,0.61,Motivational - Talking-Head Analysis
UCAU7HPCak2sPpKvu1EgAoig,Inspirational ideas,2025-10-29T20:23:30.772516,scored,0.763,0.42,Self-Improvement - Talking-Head Analysis
UCb2v4UGL7V3QprbxrkXZkuQ,The Kurta Guy,2025-10-29T20:23:30.772516,scored,0.349,0.13,Entertainment - Vlog
UCbr_gpafjcwT_MjV6K3Nh5g,Lowly.,2025-10-29T20:23:30.772516,scored,0.335,0.13,Music - Documentary
UCPjNBjflYl0-HQtUvOx0Ibw,Greg Isenberg,2025-10-29T20:23:30.772516,scored,0.897,0.73,Entrepreneurship - Podcast/Interviews
UCCckMROwkcA0QXZ9-EFgOLw,akashsingh_0963,2025-10-29T20:23:30.772516,scored,0.487,0.13,Lifestyle - Vlog
UCRIJau4vEcTTay9cHw22-6A,Iman Gadzhi Mindset,2025-10-29T20:23:30.772516,scored,0.906,0.64,Entrepreneurship - Talking-Head Analysis
UClwJpnGyG3IxLJMPUytdjMQ,Self Growth,2025-10-29T20:23:30.772516,scored,0.63,0.34,Personal Development - Educational Tutorials
UCFp9JK9YdpRoP6cTTWHdcLw,Shorts To Mentor,2025-10-29T20:23:30.772516,scored,0.798,0.58,Financial Education - Talking-Head Analysis
UCaKZDEMDdQc8t6GzFj1_TDw,Be Inspired,2025-10-29T20:23:30.772516,scored,0.423,0.13,Mystery/Paranormal - Documentary
UCwOFO2mso90eiBi6g6mOjAg,Drk Talks,2025-10-29T20:23:30.772516,scored,0.727,0.76,Creator Economy - Educational Tutorials
UC7qOF2O4wB_itP6Id5bjZHQ,Supercarboy,2025-10-29T20:23:30.772516,scored,0.605,0.46,Motivation - Educational Tutorials
UC2tHVZt2H06GJgMrrkuvdzw,Boss Wallah (Tamil),2025-10-29T20:23:30.772516,scored,0.897,0.88,Entrepreneurship - Educational Tutorials
UCesyeGf-2Mv7reeCnPcCZfg,The Awaken India,2025-10-29T20:23:30.772516,scored,0.372,0.16,Social Awareness - Documentary
UC0sL86jDLgs2fGRD-XBnPQA,50CentVEVO,2025-10-29T20:23:30.772516,scored,0.344,0.1,Music - Official Music Videos
UC-CSyyi47VX1lD9zyeABW3w,Dhruv Rathee,2025-10-29T20:23:30.772516,scored,0.811,0.52,Education - Talking-Head Analysis
UCqIHC27Rly4Nb4Sep3fuCrA,Market Page,2025-10-29T20:23:30.772516,scored,0.563,0.26,Business - Educational Tutorials
UC2tsySbe9TNrI-xh2lximHA,A4,2025-10-29T20:23:30.772516,scored,0.471,0.13,Entertainment - Vlog
UCQIUhhcmXsu6cN6n3y9-Pww,Jesser,2025-10-29T20:23:30.772516,scored,0.465,0.13,Entertainment - Vlog
